"","p_logistic","ID","TARGDOL"
"1",0.0633625064152882,46843,0
"2",0.172724512267374,51897,0
"3",0.16232634828106,47147,5
"4",0.214384610567752,54521,0
"5",0.15617100900487,51967,0
"6",0.0771345691241719,50691,0
"7",0.22857708242335,61810,0
"8",0.281188829187923,61721,10
"9",0.0874368240577952,51960,0
"10",0.0907323458796552,46034,0
"11",0.223816819881441,61694,0
"12",0.219140822622648,53819,0
"13",0.0612698545754401,48871,0
"14",0.322906525882587,58650,0
"15",0.109541081056057,24530,10
"16",0.0680387282091364,48777,0
"17",0.265022300548327,60617,0
"18",0.295089034498764,53816,0
"19",0.0680387282091364,48837,0
"20",0.223816819881441,58611,0
"21",0.0922568595491345,51686,0
"22",0.0906969959960858,50425,0
"23",0.240601274096326,56904,0
"24",0.0912513496746182,45570,0
"25",0.243087775604033,53950,0
"26",0.254718859211557,56522,5
"27",0.152088365322811,45277,0
"28",0.277628517821893,53020,0
"29",0.0353792616438652,45164,5
"30",0.348501494739158,63385,10
"31",0.27836676777134,47081,0
"32",0.29187121368328,62071,0
"33",0.07176937712788,47500,0
"34",0.000682236252186158,50818,2
"35",0.350227838250661,56859,0
"36",0.248111746712797,53971,0
"37",0.235099702320413,62943,0
"38",0.398736982091621,49400,0
"39",0.276297532301695,44539,0
"40",0.151466106225604,52722,5
"41",0.070362006627438,52036,0
"42",0.109788127498876,52308,5
"43",0.122110029852413,51578,0
"44",0.258142501797773,60772,0
"45",0.135234515756863,52504,0
"46",0.265022300548327,58583,0
"47",0.138578537693699,50395,5
"48",0.00118809402677426,7517,0
"49",0.0480412678496545,7713,0
"50",0.116868331718249,5973,0
"51",0.285185353339105,4547,0
"52",0.15332678111026,8953,0
"53",0.164586464600845,7650,5
"54",0.0466389990666455,10964,0
"55",0.589185236351448,7281,20
"56",0.0481837209585519,12372,0
"57",0.417019248002869,13191,10
"58",0.0381025536230176,12824,0
"59",0.0932014327101093,12891,10
"60",0.190403161030928,12239,0
"61",0.274220254989352,13018,0
"62",0.118076260948751,15124,10
"63",0.126547695578854,15757,5
"64",0.0137122045349523,11555,0
"65",0.0327023459789026,12407,0
"66",0.126834815474732,14335,0
"67",0.069114813080351,16218,0
"68",0.12657744140513,16046,0
"69",0.110431582533702,17397,0
"70",0.115174976531729,15428,0
"71",0.0920789884423664,15727,10
"72",0.442823351153271,15644,10
"73",0.115174976531729,15561,0
"74",0.16372138592686,15880,10
"75",0.108594720850357,10510,0
"76",0.0156406894832002,10823,0
"77",0.00781106559200658,9569,0
"78",0.140032176535163,12219,0
"79",0.157094338591813,20890,0
"80",0.0980692083005702,19418,0
"81",0.151890075638135,23146,0
"82",0.114135973257787,23242,0
"83",0.153303025293705,23317,0
"84",0.152245686871659,18377,0
"85",0.110637825299189,16875,0
"86",0.129203622124229,17651,0
"87",0.0367028759419991,10234,0
"88",0.158793253563426,17621,2
"89",0.127651109447956,16313,0
"90",0.163084331958088,14094,10
"91",0.0187910918593113,16402,0
"92",0.233982010389877,9278,5
"93",0.221662516163702,12700,5
"94",0.202876412748594,10770,5
"95",0.0581665328190723,10967,0
"96",0.0493236311119273,14956,0
"97",0.169857856415557,13526,0
"98",0.104096019721299,16555,0
"99",0.0214896252502469,12036,0
"100",0.0315458711828678,15518,0
"101",0.0921444283858603,15289,0
"102",0.552442477771045,1026,10
"103",0.109633679665192,20146,10
"104",0.0943436835347561,19507,0
"105",0.243883160863072,19532,10
"106",0.119905710773357,20728,0
"107",0.0973981715754848,18698,5
"108",0.124273968958031,20975,0
"109",0.129956510421989,19087,0
"110",0.103659608370137,20270,0
"111",0.11385962319169,19676,0
"112",0.118555810516022,20747,5
"113",0.191605176748589,20338,0
"114",0.14620933380522,19942,0
"115",0.0362572147409754,19733,0
"116",0.0664026450820684,21926,0
"117",0.134783648523576,22586,5
"118",0.101817470911925,22866,5
"119",0.124781686551707,22765,0
"120",0.147333690133515,22424,0
"121",0.0856759002721521,21709,0
"122",0.130359984364918,21876,15
"123",0.172203209651541,17433,5
"124",0.127249606150393,17967,0
"125",0.052800368485595,8870,10
"126",0.380966833017417,7490,0
"127",0.127028901339058,9022,0
"128",0.181926373675664,18037,0
"129",0.10042797283156,11471,0
"130",0.760262757596053,15337,10
"131",0.288173869407106,11444,0
"132",0.2519838778788,5290,25
"133",0.127452077720383,5552,0
"134",0.0130737997717898,19023,0
"135",0.00527662905320115,10409,0
"136",0.110466919157235,17742,0
"137",0.103388031455385,25240,0
"138",0.223816819881441,62315,0
"139",0.242825480215283,60514,35
"140",0.134465093751208,24421,0
"141",0.119295336036655,24675,0
"142",0.110698498389102,25128,8
"143",0.123180368739933,24803,0
"144",0.0921571962835245,24507,0
"145",0.0980161747876252,25072,0
"146",0.0114857984853861,19317,0
"147",0.00793917512412117,7092,0
"148",0.0163860778737395,2619,0
"149",0.0481966855272357,18802,0
"150",0.156042755133503,24166,0
"151",0.206991687071859,23920,0
"152",0.350565098655201,24130,0
"153",0.246828035983079,23359,0
"154",0.129747879558622,23739,0
"155",0.105765919268243,24006,5
"156",0.120503334238236,23712,0
"157",0.0991214771997974,23665,0
"158",0.131923948042079,19713,0
"159",0.1191431952249,9617,0
"160",0.124781686551707,22540,0
"161",0.0666328698710681,22843,0
"162",0.116409281442069,22583,0
"163",0.102268917099116,21719,0
"164",0.125694438381545,21768,0
"165",0.116418167290953,22437,0
"166",0.101817470911925,22873,0
"167",0.1491633939456,23121,0
"168",0.134783648523576,22779,8
"169",0.15462246120875,22293,5
"170",0.158345685919814,22558,0
"171",0.708075060736491,22054,10
"172",0.188611448244051,22284,0
"173",0.122929975202112,23129,0
"174",0.578973607066436,21871,0
"175",0.184759844494168,22736,0
"176",0.110064606427062,19264,0
"177",0.129596003518138,19591,0
"178",0.191197881280425,20100,5
"179",0.130227447305053,18866,0
"180",0.0150812436349473,10797,0
"181",0.176916044891591,5148,20
"182",0.0127570289179631,6811,0
"183",0.268837629996847,18206,0
"184",0.170774251101472,17611,0
"185",0.0340215512770161,4597,5
"186",0.119905710773357,21055,0
"187",0.174301271237416,9111,0
"188",0.110660657605158,997,5
"189",0.14256676200312,19632,0
"190",0.134736739482679,5955,5
"191",0.668588352661931,3697,10
"192",0.115436667197296,18182,0
"193",0.21879128250626,16017,0
"194",0.102703113566687,21082,0
"195",0.11377225929377,17538,10
"196",0.0536817809471927,13883,0
"197",0.101837304509069,20034,0
"198",0.143059112782713,18658,5
"199",0.891129315222442,7803,20
"200",0.132410823598656,17373,0
"201",0.149680401228435,18838,0
"202",0.185102615111525,20659,0
"203",0.252447833989145,3689,25
"204",0.0469823638117003,9099,0
"205",0.0561140514505791,19687,0
