"","p_logistic","ID","TARGDOL"
"1",0.236573320952381,46843,0
"2",0.329587254183065,51897,0
"3",0.306798580836142,47147,5
"4",0.310135329213525,54521,0
"5",0.346204988076245,51967,0
"6",0.290536386486644,50691,0
"7",0.352952752530295,61810,0
"8",0.363977443370671,61721,10
"9",0.27911766402637,51960,0
"10",0.250917213987364,46034,0
"11",0.327704843372266,61694,0
"12",0.212133523245106,53819,0
"13",0.236466138959175,48871,0
"14",0.330715447048859,58650,0
"15",0.153345938833148,24530,10
"16",0.255163199885674,48777,0
"17",0.359063364108802,60617,0
"18",0.297641662503521,53816,0
"19",0.255163199885674,48837,0
"20",0.327704843372266,58611,0
"21",0.329979922664521,51686,0
"22",0.33957765740597,50425,0
"23",0.333965078250435,56904,0
"24",0.259288879763539,45570,0
"25",0.229108890431815,53950,0
"26",0.341896538663881,56522,5
"27",0.303231657366237,45277,0
"28",0.249732470341888,53020,0
"29",0.330255989097519,45164,5
"30",0.367483856347651,63385,10
"31",0.669418812570493,47081,0
"32",0.42231238195621,62071,0
"33",0.257324741541639,47500,0
"34",0.031802248003827,50818,2
"35",0.304777401522769,56859,0
"36",0.23154495653426,53971,0
"37",0.346914493245089,62943,0
"38",0.585629415686649,49400,0
"39",0.623797309450642,44539,0
"40",0.298879619653559,52722,5
"41",0.272382034462679,52036,0
"42",0.764185858804757,52308,5
"43",0.249463866289331,51578,0
"44",0.400947364487009,60772,0
"45",0.309104259268642,52504,0
"46",0.359063364108802,58583,0
"47",0.2948892310681,50395,5
"48",0.0471052001450996,7517,0
"49",0.0738330579301326,7713,0
"50",0.134561887460653,5973,0
"51",0.884479091320782,4547,0
"52",0.307956047711319,8953,0
"53",0.607934867924621,7650,5
"54",0.265098073571183,10964,0
"55",0.560363368679528,7281,20
"56",0.0814781359938507,12372,0
"57",0.603900683495221,13191,10
"58",0.930213979177421,12824,0
"59",0.0857498729851665,12891,10
"60",0.361610387829309,12239,0
"61",0.519097168961997,13018,0
"62",0.266031365828632,15124,10
"63",0.445404747963631,15757,5
"64",0.0426276255748433,11555,0
"65",0.174556863598483,12407,0
"66",0.436295596165985,14335,0
"67",0.353664190176441,16218,0
"68",0.204541742808083,16046,0
"69",0.401208161575541,17397,0
"70",0.256039266029806,15428,0
"71",0.248307518467036,15727,10
"72",0.702821796164123,15644,10
"73",0.256039266029806,15561,0
"74",0.25321658384765,15880,10
"75",0.145326724145084,10510,0
"76",0.0693193290503137,10823,0
"77",0.0789285913907685,9569,0
"78",0.386423049213143,12219,0
"79",0.198333458359788,20890,0
"80",0.675814767943069,19418,0
"81",0.177597737968646,23146,0
"82",0.242019518959123,23242,0
"83",0.222196151084833,23317,0
"84",0.380969833975114,18377,0
"85",0.284556798085328,16875,0
"86",0.380489407479927,17651,0
"87",0.138597168149645,10234,0
"88",0.332350379633954,17621,2
"89",0.363543140842088,16313,0
"90",0.208872682169243,14094,10
"91",0.0744765645607705,16402,0
"92",0.57274241143493,9278,5
"93",0.547999363320933,12700,5
"94",0.898585455459406,10770,5
"95",0.147178349261395,10967,0
"96",0.220763110235738,14956,0
"97",0.296135693455534,13526,0
"98",0.18039868059348,16555,0
"99",0.0694687604659618,12036,0
"100",0.0586244681298024,15518,0
"101",0.106875529328764,15289,0
"102",0.350412462493483,1026,10
"103",0.258144758140046,20146,10
"104",0.229822776482434,19507,0
"105",0.863202179818218,19532,10
"106",0.284371851840925,20728,0
"107",0.221289738762106,18698,5
"108",0.253641017801595,20975,0
"109",0.323877577612103,19087,0
"110",0.292400586235249,20270,0
"111",0.18084327758425,19676,0
"112",0.177898677540017,20747,5
"113",0.267559486587589,20338,0
"114",0.188402267520593,19942,0
"115",0.0741166153398871,19733,0
"116",0.225080586922406,21926,0
"117",0.263778537524529,22586,5
"118",0.267437749294845,22866,5
"119",0.295241318058418,22765,0
"120",0.209157031785803,22424,0
"121",0.112834120864624,21709,0
"122",0.163887249983612,21876,15
"123",0.575375429989186,17433,5
"124",0.261234775650565,17967,0
"125",0.636561009988936,8870,10
"126",0.54636581540926,7490,0
"127",0.187616814615624,9022,0
"128",0.234810817432481,18037,0
"129",0.17212281321329,11471,0
"130",0.927913825904025,15337,10
"131",0.687226568120668,11444,0
"132",0.221611469364931,5290,25
"133",0.120054490474147,5552,0
"134",0.0529189224593857,19023,0
"135",0.237931240375562,10409,0
"136",0.251573222584263,17742,0
"137",0.252890234447957,25240,0
"138",0.327704843372266,62315,0
"139",0.274857818396384,60514,35
"140",0.197167236893887,24421,0
"141",0.278605779700341,24675,0
"142",0.311947003911765,25128,8
"143",0.152768902753953,24803,0
"144",0.196389558074525,24507,0
"145",0.247987305709269,25072,0
"146",0.0770453009793619,19317,0
"147",0.110671454813832,7092,0
"148",0.0901688279340764,2619,0
"149",0.165150253195519,18802,0
"150",0.161700551824191,24166,0
"151",0.171941909586343,23920,0
"152",0.664631856847877,24130,0
"153",0.261094389579098,23359,0
"154",0.251804576029573,23739,0
"155",0.259490412245231,24006,5
"156",0.281817763692018,23712,0
"157",0.225270345549328,23665,0
"158",0.355846513602164,19713,0
"159",0.142847161931771,9617,0
"160",0.295241318058418,22540,0
"161",0.222530882688241,22843,0
"162",0.238899613505141,22583,0
"163",0.270884501056246,21719,0
"164",0.298717421603428,21768,0
"165",0.271370610302097,22437,0
"166",0.267437749294845,22873,0
"167",0.282113325070547,23121,0
"168",0.263778537524529,22779,8
"169",0.298807212276735,22293,5
"170",0.223967229499903,22558,0
"171",0.792538155929457,22054,10
"172",0.240441428842372,22284,0
"173",0.132156375361278,23129,0
"174",0.535331324660669,21871,0
"175",0.147386936693162,22736,0
"176",0.261073555780111,19264,0
"177",0.320226517981392,19591,0
"178",0.413304163800082,20100,5
"179",0.327535569171839,18866,0
"180",0.0829475498768631,10797,0
"181",0.594090331047943,5148,20
"182",0.0461546094287604,6811,0
"183",0.414754343962384,18206,0
"184",0.820164299764065,17611,0
"185",0.640279385621426,4597,5
"186",0.284371851840925,21055,0
"187",0.455571963817685,9111,0
"188",0.436750809384985,997,5
"189",0.338314063887989,19632,0
"190",0.788315007117203,5955,5
"191",0.819176348736958,3697,10
"192",0.227055837057148,18182,0
"193",0.184919748885022,16017,0
"194",0.25014157555046,21082,0
"195",0.228929782898732,17538,10
"196",0.0968288749278359,13883,0
"197",0.263921981070571,20034,0
"198",0.260348273425161,18658,5
"199",0.856774909874329,7803,20
"200",0.238979224392531,17373,0
"201",0.23972495279457,18838,0
"202",0.248264536290292,20659,0
"203",0.268245772789296,3689,25
"204",0.0930723243072935,9099,0
"205",0.0937895512596057,19687,0
"206",0.100231816031417,7873,0
"207",0.293286491532165,11365,10
"208",0.153099778319783,19891,0
"209",0.8287357288668,22370,0
"210",0.0727314075772938,19452,10
"211",0.228349288589692,19107,0
"212",0.0947659673092738,5939,0
"213",0.157414284322774,17176,0
"214",0.0563920236602176,18796,0
"215",0.115184697216971,15342,0
"216",0.243925907522123,13956,10
"217",0.205900964707474,27979,0
"218",0.269325755607695,44855,0
"219",0.186718183271171,28066,0
"220",0.82380664613456,27931,0
"221",0.305781203479666,21273,0
"222",0.225677064631434,22655,0
"223",0.0685527606609926,19278,0
"224",0.100043578273333,20649,0
"225",0.338507066157371,17699,0
"226",0.128433347008643,13987,0
"227",0.271370610302097,22395,0
"228",0.0815840924897773,20483,0
"229",0.288863730232887,20444,0
"230",0.235040744495297,1089,0
"231",0.291808600145185,23026,0
"232",0.296757440494332,20559,0
"233",0.342541210846895,11881,0
"234",0.945353928045833,3013,15
"235",0.119483029154357,19344,0
"236",0.210358413948989,21243,0
"237",0.114523081064533,19556,0
"238",0.0751445305403593,20536,0
"239",0.130909676105596,20089,0
"240",0.266887907374258,22062,0
"241",0.140416967346746,15465,0
"242",0.366919778443902,4764,10
"243",0.392804794556729,14863,25
