"","p_logistic","ID","TARGDOL"
"1",0.206402023040652,46843,0
"2",0.433125015908176,51897,0
"3",0.407050875829032,47147,5
"4",0.478199539427507,54521,0
"5",0.396394016510996,51967,0
"6",0.22584134735448,50691,0
"7",0.514730103225116,61810,0
"8",0.554266361153643,61721,10
"9",0.231288196361892,51960,0
"10",0.287036873393756,46034,0
"11",0.48921339317669,61694,0
"12",0.527675092382058,53819,0
"13",0.178802603956886,48871,0
"14",0.594263337634302,58650,0
"15",0.186665205760694,24530,10
"16",0.224204957931596,48777,0
"17",0.525238312772202,60617,0
"18",0.56319832363445,53816,0
"19",0.224204957931596,48837,0
"20",0.48921339317669,58611,0
"21",0.247975549283579,51686,0
"22",0.229335250058587,50425,0
"23",0.499451587166846,56904,0
"24",0.249838424597241,45570,0
"25",0.543981997823315,53950,0
"26",0.521308871475076,56522,5
"27",0.332354647710426,45277,0
"28",0.560012434194464,53020,0
"29",0.174537837451627,45164,5
"30",0.628750856768198,63385,10
"31",0.403586078358354,47081,0
"32",0.527588910804825,62071,0
"33",0.225698297447781,47500,0
"34",0.0106709255927625,50818,2
"35",0.580892322311509,56859,0
"36",0.553194828209403,53971,0
"37",0.492412915159207,62943,0
"38",0.619910372006951,49400,0
"39",0.552478489652231,44539,0
"40",0.348351216521604,52722,5
"41",0.212660305642158,52036,0
"42",0.362009218473788,52308,5
"43",0.323690883408037,51578,0
"44",0.540311227277649,60772,0
"45",0.369451437094685,52504,0
"46",0.525238312772202,58583,0
"47",0.371062119635048,50395,5
"48",0.156635002992646,7517,0
"49",0.31633056246068,7713,0
"50",0.208936464538135,5973,0
"51",0.798466801892647,4547,0
"52",0.611916538813475,8953,0
"53",0.547886272530143,7650,5
"54",0.341365265762608,10964,0
"55",0.870426209753094,7281,20
"56",0.221173883863571,12372,0
"57",0.69243603647501,13191,10
"58",0.435042407512181,12824,0
"59",0.284898146663311,12891,10
"60",0.363203317852815,12239,0
"61",0.652000079169097,13018,0
"62",0.288680503936499,15124,10
"63",0.259734842702644,15757,5
"64",0.0460322263536653,11555,0
"65",0.229286330810672,12407,0
"66",0.318792474013475,14335,0
"67",0.116145453897217,16218,0
"68",0.28160735251875,16046,0
"69",0.143719703214647,17397,0
"70",0.288053021913333,15428,0
"71",0.240744276230524,15727,10
"72",0.557124724155392,15644,10
"73",0.288053021913333,15561,0
"74",0.570423495648453,15880,10
"75",0.282008333391378,10510,0
"76",0.176549751897649,10823,0
"77",0.258033203430661,9569,0
"78",0.487322864284133,12219,0
"79",0.258686391160644,20890,0
"80",0.373086592028743,19418,0
"81",0.255121903341901,23146,0
"82",0.200210859721903,23242,0
"83",0.258469535444193,23317,0
"84",0.233257567471655,18377,0
"85",0.214787503516753,16875,0
"86",0.206691607787167,17651,0
"87",0.130714883328179,10234,0
"88",0.227464428090974,17621,2
"89",0.226915909328052,16313,0
"90",0.70789106044141,14094,10
"91",0.161376940417482,16402,0
"92",0.416144292119019,9278,5
"93",0.385694990177313,12700,5
"94",0.555160507235874,10770,5
"95",0.164603541633651,10967,0
"96",0.228618235031645,14956,0
"97",0.374296696035754,13526,0
"98",0.254360968183467,16555,0
"99",0.216554949015549,12036,0
"100",0.151543783161864,15518,0
"101",0.301136962807,15289,0
"102",0.703201633219953,1026,10
"103",0.194412679654604,20146,10
"104",0.282219546836913,19507,0
"105",0.552647075950153,19532,10
"106",0.164453407116729,20728,0
"107",0.180919916764827,18698,5
"108",0.184843207023968,20975,0
"109",0.200321778997231,19087,0
"110",0.17801498342126,20270,0
"111",0.213894017071264,19676,0
"112",0.21542165455501,20747,5
"113",0.282217604141795,20338,0
