"","p_logistic","ID","TARGDOL"
"1",-1.53976738322899,46843,0
"2",-0.605977028874567,51897,0
"3",-0.534983285371478,47147,5
"4",-0.121664327312776,54521,0
"5",-0.587363690301819,51967,0
"6",-1.46350047252953,50691,0
"7",0.0363184899506795,61810,0
"8",0.133096883970007,61721,10
"9",-1.42960506838841,51960,0
"10",-1.32294488554925,46034,0
"11",-0.0751619066346981,61694,0
"12",0.237194369975053,53819,0
"13",-1.52925287136336,48871,0
"14",0.545495528786375,58650,0
"15",-0.772236174690649,24530,10
"16",-1.42530919652568,48777,0
"17",0.272846186548773,60617,0
"18",0.455151760527667,53816,0
"19",-1.42530919652568,48837,0
"20",-0.0751619066346981,58611,0
"21",-1.25958890408579,51686,0
"22",-1.38288996736383,50425,0
"23",-0.0866027494393039,56904,0
"24",-1.3660362145663,45570,0
"25",0.404855813800821,53950,0
"26",0.134475738048866,56522,5
"27",-0.751948820147723,45277,0
"28",0.493733816838105,53020,0
"29",-1.19584256008738,45164,5
"30",0.671705935250222,63385,10
"31",-0.330116877605216,47081,0
"32",0.129915835541399,62071,0
"33",-1.42828698664362,47500,0
"34",-2.98864945072217,50818,2
"35",0.439398358707196,56859,0
"36",0.370960409659701,53971,0
"37",-0.0272806318777618,62943,0
"38",0.714195891854554,49400,0
"39",-0.0954555408370263,44539,0
"40",-0.737261093737623,52722,5
"41",-1.48577873451243,52036,0
"42",0.00178722366967288,52308,5
"43",-0.738485338847001,51578,0
"44",0.0832007345168148,60772,0
"45",-0.701468828703938,52504,0
"46",0.272846186548773,58583,0
"47",-0.651588513099013,50395,5
"48",-2.32367594401494,7517,0
"49",-0.171684004536082,7713,0
"50",-2.61529713430858,5973,0
"51",-3.38578188391711,4547,0
"52",-2.91770144131299,8953,0
"53",-0.775955552314266,7650,5
"54",-3.72086246113563,10964,0
"55",1.74929845147236,7281,20
"56",-3.00266241296125,12372,0
"57",0.845870124854415,13191,10
"58",-1.64205654245368,12824,0
"59",-1.66423588368579,12891,10
"60",-1.67932026569948,12239,0
"61",-3.15167095898602,13018,0
"62",-2.0341803992398,15124,10
"63",-2.96171895804194,15757,5
"64",-4.52730098275253,11555,0
"65",-1.73415356869336,12407,0
"66",-3.08473744940994,14335,0
"67",-3.14364503989721,16218,0
"68",-1.92566040281287,16046,0
"69",-2.82433923386683,17397,0
"70",-1.93590713421223,15428,0
"71",-1.96561085189955,15727,10
"72",0.816920281908003,15644,10
"73",-1.93590713421223,15561,0
"74",0.23179774181881,15880,10
"75",-1.72173928713977,10510,0
"76",-1.35511331781457,10823,0
"77",-2.20453494856636,9569,0
"78",-1.05212152754459,12219,0
"79",-0.920281914562643,20890,0
"80",-1.03874241782021,19418,0
"81",-1.41556198242695,23146,0
"82",-1.22356159228292,23242,0
"83",-1.17100843883272,23317,0
"84",-2.67406181934931,18377,0
"85",-3.04201628897775,16875,0
"86",-2.92720704810309,17651,0
"87",-2.11070355135347,10234,0
"88",-2.72257202950593,17621,2
"89",-3.1073305329609,16313,0
"90",0.873430928925191,14094,10
"91",-2.1132366345881,16402,0
"92",-3.15563592870581,9278,5
"93",-3.34735377677746,12700,5
"94",0.160564414061289,10770,5
"95",-3.50673177036871,10967,0
"96",-0.850512882750617,14956,0
"97",-1.55467417611356,13526,0
"98",-1.50462974159498,16555,0
"99",-1.92425349657565,12036,0
"100",-1.60487749896071,15518,0
"101",-1.46512819638195,15289,0
"102",2.58549710400923,1026,10
"103",-2.8397274755295,20146,10
"104",-2.35661318496266,19507,0
"105",-0.453004705355389,19532,10
"106",-2.7269414392224,20728,0
"107",-2.85119089957262,18698,5
"108",-2.73613736409833,20975,0
"109",-2.86127205386367,19087,0
"110",-2.79184620077256,20270,0
"111",-1.55304770016972,19676,0
"112",-1.48451916661202,20747,5
"113",-1.3595326835322,20338,0
"114",-1.63482437906778,19942,0
"115",-2.83357063754117,19733,0
"116",-2.67270711942991,21926,0
"117",-2.47055990176034,22586,5
"118",-2.63093741760811,22866,5
"119",-2.6776525186327,22765,0
"120",-1.39633060345907,22424,0
"121",-0.975365649783369,21709,0
"122",0.229160262328666,21876,15
"123",-0.912453660522007,17433,5
"124",-2.34640261182933,17967,0
"125",-0.133448111505083,8870,10
"126",0.701151728830209,7490,0
"127",-1.56577693854592,9022,0
"128",-1.53951102625014,18037,0
"129",-2.13119893602731,11471,0
"130",1.19147614801777,15337,10
"131",-0.259762393424865,11444,0
"132",-2.93770437337776,5290,25
"133",0.151994574357285,5552,0
"134",-3.19441517765231,19023,0
"135",-1.39554344145779,10409,0
"136",-2.87452000642605,17742,0
"137",-2.46015015421646,25240,0
"138",-0.0751619066346981,62315,0
"139",-0.105687559371864,60514,35
"140",-1.30869782841847,24421,0
"141",-2.56031602590478,24675,0
"142",-2.36462468925998,25128,8
"143",-0.901089129342,24803,0
"144",-2.52758679549601,24507,0
"145",-2.48985387190379,25072,0
"146",-2.33461120383483,19317,0
"147",-2.80614280904762,7092,0
"148",-2.87624843881303,2619,0
"149",-2.7916208584173,18802,0
"150",-0.759570783039785,24166,0
"151",-0.111119832663066,23920,0
"152",0.364238238058031,24130,0
"153",0.251127791953335,23359,0
"154",-2.37687252431787,23739,0
"155",-2.50754632247832,24006,5
"156",-2.58396514119023,23712,0
"157",-2.50335463602452,23665,0
"158",-2.68136483437798,19713,0
"159",-2.29842011202937,9617,0
"160",-2.6776525186327,22540,0
"161",-2.64949659053673,22843,0
"162",-0.421952761269861,22583,0
"163",-2.65414794650129,21719,0
"164",-2.70086304752587,21768,0
"165",-2.63456118961565,22437,0
"166",-2.63093741760811,22873,0
"167",-2.40301036340804,23121,0
"168",-2.47055990176034,22779,8
"169",-2.3700494241581,22293,5
"170",-1.47274942217098,22558,0
"171",1.06981004908619,22054,10
"172",-1.26449063156627,22284,0
